CVE ID,Hash value,CWE ID,Software,Type of patch statements,Patch statement function,Critical variables,Vulnerability-triggered function,Vulnerability-triggered line numbers,Vulnerability-triggered statements,Type of vulnerability-triggered statements,List of functions from to-be-patched function to vulnerability-triggered function,Cross-function or not,Type of cross-function vulnerabilities,The number of cross-function layers
CVE-2017-12877,04178de2247e353fc095846784b9a10fefdbf890,CWE-416,ImageMagick,"P-1;
P-9;",RestoreMSCWarning,"[""clone_info""]",RestoreMSCWarning,"[1334, 1374]","[""clone_info= DestroyImageInfo(clone_info);"", ""DestroyImageInfo(clone_info);""]",T-12;,RestoreMSCWarning,No,None,1
CVE-2016-8674,1e03c06456d997435019fb3526fa2d4be7dbc6ec,CWE-416,mupdf,"P-1;
P-3;
P-4;
P-8;
P-9;
P-11;","pdf_dict_put
pdf_dict_put_drop
pdf_dict_get_put_drop","[""d"", ""ctx""]",pdf_drop_array,1702,"[""fz_free(ctx, DICT(obj)->items);""]",T-12;,"pdf_dict_put
pdf_drop_obj
pdf_drop_array",Yes,caller type,3
CVE-2018-1000039,4dcc6affe04368461310a21238f7e1871a752a05,CWE-416,mupdf,P-2;,begin_softmask,"[""mask_colorspace""]",fz_drop_key_storable,189,"[""if (s->storable.refs > 0);""]",T-13;,"begin_softmask
fz_drop_colorspace
fz_drop_key_storable",Yes,caller type,3
CVE-2016-6833,6c352ca9b4ee3e1e286ea9e8434bd8e69ac7d0d8,CWE-416,qemu,"P-9;
P-11;",vmxnet3_io_bar0_write,"[""s"", ""device_active""]",vmxnet3_io_bar0_write,1175,"[""assert(tx_queue_idx <= s->txq_num);""]",T-13;,vmxnet3_io_bar0_write,No,None,1
CVE-2013-0855,3920d1387834e2bc334aff9f518f4beb24e470bd,CWE-189,ffmpeg,"P-2;
P-5;
P-9;
P-11;",alac_decode_close,"[""buf_size""]",alac_decode_close,"[545, 548]","[""int buf_size= alac->max_samples_per_frame * sizeof (int32_t);"", ""FF_ALLOC_OR_GOTO(alac->avctx, alac->predict_error_buffer[ch], buf_size, buf_alloc_fail);""]",T-1;,alac_decode_close,No,None,1
CVE-2013-0859,6d1c5ea04af3e345232aa70c944de961061dab2d,CWE-189,ffmpeg,P-10;,"add_doubles_metadata
add_shorts_metadata","[""count""]",add_doubles_metadata,262,"[""dp= av_malloc(count * sizeof (double));""]",T-1;,add_doubles_metadata,No,None,1
CVE-2013-0862,f4fb841ad13bab66d4fb0c7ff2a94770df7815d8,CWE-189,ffmpeg,"P-1;
P-3;
P-9;",process_frame_obj,"[""left"", ""，"", ""w,"", ""ctx"", ""width"", ""top"", ""h,"", ""height""]",init_sizes,"[221, 237]","[""ctx->buf_size= ctx->aligned_width * ctx->aligned_height * sizeof (ctx->frm0[0]);"", ""av_fast_padded_malloc(& ctx->frm1, & ctx->frm1_size, ctx->buf_size);""]",T-1;,"process_frame_obj
init_sizes",Yes,caller type,2
CVE-2013-0864,9547034f9120187e23ad76424dd4d70247e62212,CWE-189,ffmpeg,P-2;,gif_copy_img_rect,"[""src_pb""]",gif_copy_img_rect,125,"[""src_px= src_py + l;""]",T-3;,gif_copy_img_rect,No,None,1
CVE-2013-0875,1ac0fa50eff30d413206cffa5f47f7fe6d4849b1,CWE-189,ffmpeg,"P-1;
P-10;",ff_add_png_paeth_prediction,"[""i""]",ff_add_png_paeth_prediction,"[194, 213]","[""dst[i + 0]= r= op(r, src[i + 0], last[i + 0]);"", ""\\;"", ""dst[i + j]= op(dst[i + j - bpp], src[i + j], last[i + j]);"", ""\\;""]",T-2;,ff_add_png_paeth_prediction,No,None,1
CVE-2013-0876,5260edee7e5bd975837696c8c8c1a80eb2fbd7c1,CWE-189,ffmpeg,"P-2;
P-10;","old_codec37
old_codec47","[""height""]",rle_decode,332,"[""dst+= run_len;""]",T-3;,"old_codec47
rle_decode",Yes,caller type,2
CVE-2013-2495,31a77177ff323ef83944c60a8654891213ab6691,CWE-189,ffmpeg,"P-9;
P-11;",iff_read_header,"[""data_size""]",avio_read,"[175, 521]","[""st->codec->extradata= av_malloc(data_size);"", ""memcpy(buf, s->buf_ptr, len);""]",T-1;,"iff_read_header
avio_read",Yes,caller type,2
CVE-2014-2263,842b6c14bc,CWE-119,ffmpeg,"P-8;
P-9;
P-10;
P-11;",mpegts_write_pmt,"[""q""]",mpegts_write_pmt,320,"[""* q++ = * p++;""]",T-3;,mpegts_write_pmt,No,None,1
CVE-2014-5271,52b81ff4635c077b2bc8b8d3637d933b6629d803,CWE-119,ffmpeg,"P-2;
P-3;
P-9;
P-10;
P-11;","encode_slice
encode_frame","[""pb""]",encode_vlc_codeword,344,"[""put_bits(pb, exponent - exp_order + switch_bits, 0);""]",T-3;,"encode_slice
encode_slice_plane
encode_dcs
encode_vlc_codeword",Yes,caller type,4
CVE-2014-7937,8c50704ebf1777bee76772c4835d9760b3721057,CWE-119,ffmpeg,"P-2;
P-8;
P-10;","setup_classifs
vorbis_residue_decode_internal","[""ptns_to_read""]",setup_classifs,1340,"[""vr->classifs[p + i]= temp - temp2 * vr->classifications;""]",T-2;,setup_classifs,No,None,1
CVE-2014-9317,79ceaf827be0b070675d4cd0a55c3386542defd8,CWE-119,ffmpeg,"P-3;
P-9;
P-11;",decode_ihdr_chunk,"[""s"", ""state""]",,725,"[""pd[8 * i + k - 1]= (pd[i] >> 8 - k) & 1;""]",T-2;,"decode_frame_common
decode_ihdr_chunk
handle_small_bpp
",Yes,callee type,3
CVE-2014-9318,1d3a3b9f8907625b361420d48fe05716859620ff,CWE-119,ffmpeg,"P-9;
P-11;",raw_decode,"[""context"", ""frame_size""]",raw_decode,255,"[""buf+= buf_size - context->frame_size;""]",T-3;,raw_decode,No,None,1
CVE-2014-9319,ea38e5a6b75706477898eb1e6582d667dbb9946c,CWE-119,ffmpeg,"P-3;
P-9;
P-11;",ff_hevc_decode_nal_sps,"[""sps"", ""num_long_term_ref_pics_sps""]",ff_hevc_decode_nal_sps,955,"[""sps->lt_ref_pic_poc_lsb_sps[i]= get_bits(gb, sps->log2_max_poc_lsb);""]",T-2;,ff_hevc_decode_nal_sps,No,None,1
CVE-2015-6820,79a98294da6cd85f8c86b34764c5e0c43b09eea3,CWE-119,ffmpeg,"P-1;
P-3;
P-9;","read_sbr_data
ff_sbr_apply","[""id_aac""]",sbr_dequant,1163,"[""float alpha= sbr->data[ch].bs_amp_res ? 1.0f : 0.5f;""]",T-2;,"ff_sbr_apply
sbr_dequant",Yes,caller type,2
CVE-2015-8363,44a7f17d0b20e6f8d836b2957e3e357b639f19a2,CWE-119,ffmpeg,"P-1;
P-3;
P-9;
P-11;","jpeg2000_dec_cleanup
jpeg2000_read_main_headers","[""s"", ""ncomponents"", ""flag""]",jpeg2000_read_main_headers,744,"[""tp= s->tile[Isot].tile_part + TPsot;""]",T-3;,jpeg2000_read_main_headers,No,None,1
CVE-2015-8661,4ea4d2f438c9a7eba37980c9a87be4b34943e4d5,CWE-119,ffmpeg,P-1;,h264_slice_header_init,"[""h"", ""max_contexts""]",ff_h264_execute_decode_slices,2550,"[""av_assert0(context_count && h->slice_ctx[context_count - 1].mb_y < h->mb_height);""]",T-2;,"h264_slice_header_init
ff_h264_decode_slice_header
decode_nal_units
ff_h264_execute_decode_slices",Yes,caller type,4
CVE-2015-8662,75422280fbcdfbe9dc56bde5525b4d8b280f1bc5,CWE-119,ffmpeg,"P-9;
P-11;",ff_dwt_decode,"[""s"", ""ndeclevels""]",dwt_decode53,329,"[""int w= s->linelen[s->ndeclevels - 1][0];""]",T-2;,"ff_dwt_decode
dwt_decode53",Yes,caller type,2
CVE-2016-10190,2a05c8f813de6f2278827734bf8102291e7484aa,CWE-119,ffmpeg,"P-2;
P-4;
P-6;
P-10;","http_open
parse_content_range
process_line
http_read_header
http_connect
http_buf_read
http_read_stream
store_icy
http_seek_internal
http_proxy_open","[""s"", ""filesize"", ""off"", ""target_end"", ""target"", ""remaining"", ""chunksize""]",http_buf_read,1175,"[""memcpy(buf, s->buf_ptr, len);""]",T-1;,"http_read_stream
http_buf_read",Yes,caller type,2
CVE-2016-10191,7d57ca4d9a75562fa32e40766211de150f8b3ee7,CWE-119,ffmpeg,"P-1;
P-3;
P-9;",rtmp_packet_read_one_chunk,"[""size"", ""prev_pkt"", ""channel_id""]",retry_transfer_wrapper,378,"[""ret= transfer_func(h, buf + len, size - len);""]",T-3;,"rtmp_packet_read_one_chunk
ffurl_read_complete
retry_transfer_wrapper",Yes,caller type,3
CVE-2016-10192,a5d25faa3f4b18dac737fdb35d0dd68eb0dc2156,CWE-119,ffmpeg,"P-1;
P-10;",http_receive_data,"[""c"", ""chunk_size""]",http_receive_data,2765,"[""c->buffer_ptr+= len;""]",T-3;,http_receive_data,No,None,1
CVE-2016-2213,0aada30510d809bccfd539a90ea37b61188f2cb4,CWE-119,ffmpeg,"P-2;
P-9;
P-10;",jpeg2000_decode_tile,"[""s"", ""cdef"", ""x""]",write_frame_8,1721,"[""line= (PIXEL *) picture->data[plane] + y * (picture->linesize[plane] / sizeof (PIXEL));""]",T-2;,"jpeg2000_decode_tile
write_frame_8",Yes,caller type,2
CVE-2016-2327,8f4c3e4b92212d98f5b9ca2dee13e076effe9589,CWE-119,ffmpeg,P-2;,"apng_encode_frame
encode_apng","[""size_t"", ""row_start""]",apng_encode_frame,774,"[""memset(diffFrame->data[0] + row_start, 0, bpp * last_fctl_chunk.width);""]",T-2;,apng_encode_frame,No,None,1
CVE-2016-2330,03d83ba34b2070878909eae18dfac0f519503777,CWE-119,ffmpeg,"P-2;
P-4;
P-5;","gif_image_write_image
FF_ENABLE_DEPRECATION_WARNINGS
gif_encode_close","[""2"", ""*"", ""width"", ""height""]",gif_image_write_image,188,"[""if (ref[x]= == ptr[x]);""]",T-2;,gif_image_write_image,No,None,1
CVE-2016-6920,79f52a0dbd484aad111e4bf4a4f7047c7ceb6137,CWE-119,ffmpeg,"P-3;
P-6;
P-9;",decode_block,"[""line,"", ""col""]",decode_block,1151,"[""ptr= p->data[0] + line * p->linesize[0] + (col * s->desc->nb_components * 2);""]",T-3;,decode_block,No,None,1
CVE-2017-16818,b3118cabb8060a8cc6a01c4e8264cb18e7b1745a,CWE-617,ceph,"P-3;
P-9;
P-11;","ARN::parse
parse_principal
ParseState::do_string","[""match""]",ARN::parse,224,"[""ceph_assert(match.size()= == 6);""]",T-5;,ARN::parse,No,None,1
CVE-2016-10161,16b3003ffc6393e250f069aa28a78dc5a2c064b2,CWE-125,PHP,"P-3;
P-9;
P-11;","object_common1
php_var_unserialize","[""* p""]",finish_nested_data,370,"[""if (* ((* p) ++)= == '}');""]",T-1;,"php_var_unserialize
object_common1
object_common2
finish_nested_data",Yes,callee type,4
CVE-2016-10165,5ca71a7bc18b6897ab21d815d15e218e204581e2,CWE-125,Little-CMS,"P-9;
P-11;",Type_MLU_Read,"[""Offset""]",_cmsReadWCharArray,146,"[""Array[i]= (wchar_t) tmp;""]",T-2;,"Type_MLU_Read
_cmsReadWCharArray",Yes,caller type,2
CVE-2016-10197,ec65c42052d95d2c23d1d837136d1cf1d9ecef9e,CWE-125,libevent,"P-1;
P-2;
P-9;",search_make_new,"[""base_len""]",search_make_new,3178,"[""const char need_to_append_dot= base_name[base_len - 1]= == '.' ? 0 : 1;""]",T-2;,search_make_new,No,None,1
CVE-2016-10208,3a4b77cd47bb837b8557595ec7425f281f2ca1fe,CWE-125,Linux,"P-3;
P-9;",ext4_fill_super,"[""sb""]",count_overhead,3224,"[""ext4_set_bit(EXT4_B2C(sbi, s++), buf);""]",T-1;,"ext4_fill_super
ext4_calculate_overhead
count_overhead",Yes,caller type,3
CVE-2016-10269,1044b43637fa7f70fb19b93593777b78bd20da86,CWE-125,libtiff,"P-1;
P-2;
P-3;
P-5;
P-9;","LogLuvSetupEncode
LogLuvClose","[""tif""]",TIFFmemcpy,340,"[""memcpy(d, s, (size_t) c);""]",T-1;,"TIFFWriteDirectorySec
LogLuvClose
TIFFmemcpy",Yes,callee type,3
CVE-2015-1208,3ebd76a9c57558e284e94da367dd23b435e6a6d0,CWE-191,ffmpeg,P-10;,mov_read_default,"[""total_size""]",mov_read_default,3487,"[""a.size= FFMIN(a.size, atom.size - total_size);""]",T-4;,mov_read_default,No,None,1
CVE-2010-2497,7d3d2cc4fef72c6be9c454b3809c387e12b44cfc,CWE-191,freetype2,P-10;,cff_decoder_parse_charstrings,"[""args""]",cff_builder_done,2277,"[""args-= 2 + (args[- 2] >> 16);""]",T-4;,"cff_slot_load
cff_decoder_parse_charstrings
cff_builder_done",Yes,callee type,3
CVE-2016-10166,60bfb401ad5a4a8ae995dcd36372fe15c71e1a35,CWE-191,libgd,"P-2;
P-9;
P-10;",_gdContributionsAlloc,"[""u""]",_gdContributionsAlloc,857,"[""u--;""]",T-4;,_gdContributionsAlloc,No,None,1
CVE-2016-10268,5397a417e61258c69209904e652a1f409ec3b9df,CWE-191,libtiff,"P-5;
P-9;
P-10;",DECLAREcpFunc,"[""row""]",DECLAREcpFunc,990,"[""TIFFVStripSize(in, imagelength - row) : stripsize;""]",T-4;,DECLAREcpFunc,No,None,1
CVE-2017-8062,606142af57dad981b78707234cfbd15f9f7b7125,CWE-119,linux,"P-2;
P-4;
P-6;
P-10;","su3000_i2c_transfer
su3000_streaming_ctrl
prof_7500_frontend_attach
su3000_frontend_attach
t220_frontend_attach
tt_s2_4600_frontend_attach","[""obuf"", ""ibuf""]",su3000_i2c_transfer,694,"[""memcpy(& obuf[3], msg[0].buf, msg[0].len);""]",T-1;,su3000_i2c_transfer,No,None,1
CVE-2017-8063,3f190e3aec212fc8c61e202c51400afa7384d4bc,CWE-119,linux,"P-1;
P-2;
P-6;
P-9;",cxusb_ctrl_msg,"[""rlen""]",dvb_usb_generic_rw,77,"[""ret= usb_bulk_msg(d->udev, usb_rcvbulkpipe(d->udev, d->props.generic_bulk_ctrl_endpoint_response ? d->props.generic_bulk_ctrl_endpoint_response : d->props.generic_bulk_ctrl_endpoint), rbuf, rlen, & actlen, 2000);""]",T-1;,"cxusb_ctrl_msg
dvb_usb_generic_rw",Yes,caller type,2
CVE-2017-8064,005145378c9ad7575a01b6ce1ba118fb427f583a,CWE-119,linux,"P-3;
P-4;
P-6;",dvb_usbv2_disconnect,"[""name""]",dvb_usbv2_disconnect,1026,"[""dev_info(& dev, \"" % s : ' % s' successfully deinitialized and disconnected\\n\"", KBUILD_MODNAME, name);""]",T-1;,dvb_usbv2_disconnect,No,None,1
CVE-2017-8065,3b30460c5b0ed762be75a004e924ec3f8711e032,CWE-119,linux,P-6;,crypto_ccm_auth,"[""odata"", ""idata""]",crypto_ccm_auth,"[196, 201]","[""sg_set_buf(& sg[0], odata, 16);"", ""sg_set_buf(& sg[1], idata, ilen);"", ""/ / 也是一堆赋值操作;""]",T-1;,crypto_ccm_auth,No,None,1
CVE-2017-8066,c919a3069c775c1c876bec55e00b2305d5125caa,CWE-119,linux,"P-2;
P-3;
P-6;
P-9;",gs_usb_probe,"[""hconf""]",gs_usb_probe,917,"[""rc= usb_control_msg(interface_to_usbdev(intf), usb_sndctrlpipe(interface_to_usbdev(intf), 0), GS_USB_BREQ_HOST_FORMAT, USB_DIR_OUT | USB_TYPE_VENDOR | USB_RECIP_INTERFACE, 1, intf->altsetting[0].desc.bInterfaceNumber, & hconf, sizeof (hconf), 1000);""]",T-1;,gs_usb_probe,No,None,1
CVE-2017-8067,c4baad50297d84bde1a7ad45e50c73adae4a2192,CWE-119,linux,"P-4;
P-6;",put_chars,"[""buf""]",sg_init_one,187,"[""sg_set_buf(sg, buf, buflen);""]",T-1;,"put_chars
sg_init_one",Yes,caller type,2
CVE-2017-8068,5593523f968bc86d42a035c6df47d5e0979b5ace,CWE-119,linux,"P-1;
P-3;
P-4;
P-5;
P-8;
P-9;","get_registers
set_registers
set_register","[""buf""]",get_registers,131,"[""ret= usb_control_msg(pegasus->usb, usb_rcvctrlpipe(pegasus->usb, 0), PEGASUS_REQ_GET_REGS, PEGASUS_REQT_READ, 0, indx, data, size, 1000);""]",T-1;,get_registers,No,None,1
CVE-2017-8069,7926aff5c57b577ab0f43364ff0c59d968f6a414,CWE-119,linux,"P-1;
P-3;
P-4;
P-5;
P-8;
P-9;","get_registers
set_registers","[""data""]",get_registers,158,"[""return usb_control_msg(dev->udev, usb_rcvctrlpipe(dev->udev, 0), RTL8150_REQ_GET_REGS, RTL8150_REQT_READ, indx, 0, data, size, 500);""]",T-1;,get_registers,No,None,1
CVE-2017-8070,2d6a0e9de03ee658a9adc3bfb2f0ca55dff1e478,CWE-119,linux,"P-1;
P-3;
P-4;
P-5;
P-9;",catc_probe,"[""i""]",catc_ctrl_msg,475,"[""int retval= usb_control_msg(catc->usbdev, dir ? usb_rcvctrlpipe(catc->usbdev, 0) : usb_sndctrlpipe(catc->usbdev, 0), request, 0x40 | dir, value, index, buf, len, 1000);""]",T-1;,"catc_probe
catc_ctrl_msg",Yes,caller type,2
CVE-2014-8546,e7e5114c506957f40aafd794e06de1a7e341e9d5,CWE-189,ffmpeg,P-6;,cinepak_decode_vectors,"[""y""]",cinepak_decode_vectors,149,"[""if (s->avctx->height - y > 1) {;""]",T-4;,cinepak_decode_vectors,No,None,1
CVE-2014-9604,3881606240953b9275a247a1c98a567f3c44890f,CWE-189,ffmpeg,"P-9;
P-11;","restore_median
restore_median_il","[""slice_height""]",restore_median,"[224, 280]","[""bsrc[i]+= A;""]",T-2;,restore_median,No,None,1
CVE-2015-6819,84afc6b70d24fc0bf686e43138c96cf60a9445fe,CWE-189,ffmpeg,"P-2;
P-9;",ff_mjpeg_decode_frame,"[""w""]",ff_mjpeg_decode_frame,"[2199, 2202]","[""((uint16_t *) line)[w - 2]= ((uint16_t *) line)[(w - 1) / 3];"", ""line[w - 2]= line[(w - 1) / 3];""]",T-2;,ff_mjpeg_decode_frame,No,None,1
CVE-2017-9992,f52fbf4f3ed02a7d872d8a102006f29b4421f360,CWE-119,ffmpeg,P-10;,decode_dds1,"[""frame""]",decode_dds1,184,"[""frame[width]= frame[width + 1]= bytestream2_get_byte(gb);""]",T-2;,decode_dds1,No,None,1
CVE-2017-9995,2171dfae8c065878a2e130390eb78cf2947a5b69,CWE-119,ffmpeg,"P-9;
P-11;",decode_unit,"[""x,"", ""c""]",decode_unit,"[268, 269]","[""pixel->freq[c]= cnt_c + step;"", ""pixel->lookup[x]= cnt_x + step;""]",T-2;,decode_unit,No,None,1
CVE-2017-9995,7ac5067146613997bb38442cb022d7f41321a706,CWE-119,ffmpeg,"P-9;
P-11;",decompress_i,"[""y""]",decompress_i,337,"[""dst[y * linesize + x]= clr;""]",T-2;,decompress_i,No,None,1
CVE-2017-9996,1e42736b95065c69a7481d0cf55247024f54b660,CWE-119,ffmpeg,P-10;,cdxl_decode_frame,"[""c"", ""format""]",chunky2chunky,118,"[""bytestream2_get_buffer(& gb, out + linesize * y, c->avctx->width * 3);""]",T-2;,"cdxl_decode_frame
cdxl_decode_ham8
chunky
chunky2chunky",Yes,caller type,4
CVE-2017-17052,2b7e8665b4ff51c034c55df3cff76518d1a9ee3a,CWE-416,linux,P-3;,mm_init,"[""mm"", ""exe_file""]",set_mm_exe_file,969,"[""rcu_assign_pointer(mm->exe_file, new_exe_file);""]",T-13;,"mm_init
dup_mm
mmput
__mmput
set_mm_exe_file",Yes,callee type,5
CVE-2017-18202,687cb0884a714ff484d038e9190edc874edcf146,CWE-416,linux,P-4;,__oom_reap_task_mm,"[""tlb""]",arch_tlb_finish_mmu,291,"[""free_pages((unsigned long) batch, 0);""]",T-12;,"__oom_reap_task_mm
tlb_finish_mmu
arch_tlb_finish_mmu ",Yes,caller type,3
CVE-2017-18218,27463ad99f738ed93c7c8b3e2e5bc8c4853a2ff2,CWE-416,linux,"P-1;
P-3;
P-5;
P-8;
P-9;
P-11;","hns_nic_net_xmit_hw
hns_nic_net_xmit","[""skb""]",hns_nic_net_xmit_hw,1479,"[""ndev->stats.tx_bytes+= skb->len;""]",T-13;,hns_nic_net_xmit_hw,No,None,1
CVE-2018-10675,73223e4e2e3867ebf033a5a8eb2e5df0158ccc99,CWE-416,linux,"P-3;
P-9;",do_get_mempolicy,"[""vma""]",do_get_mempolicy,154,"[""return pol->flags & MPOL_MODE_FLAGS;""]",T-13;,do_get_mempolicy,No,None,1
CVE-2017-13038,7335163a6ef82d46ff18f3e6099a157747241629,CWE-125,tcpdump,P-9;,handle_mlppp,"[""* p""]",handle_mlppp,815,"[""(EXTRACT_16BITS(p)) & 0x0fff,;""]",T-1;,handle_mlppp,No,None,1
CVE-2017-13039,e0a5a02b0fc1900a69d6c37ed0aab36fb8494e6d,CWE-125,tcpdump,P-10;,"ikev1_attrmap_print
ikev1_attr_print
ikev1_t_print
ikev1_n_print
ikev2_t_print","[""p [ 0 ]"", ""p [ 2 ]""]",ikev1_t_print,"[924, 931, 938, 960, 967]","[""totlen= 4 + EXTRACT_16BITS(& p[2]);"", ""t= EXTRACT_16BITS(& p[0]) & 0x7fff;"", ""v= EXTRACT_16BITS(& p[2]);"", ""totlen= 4 + EXTRACT_16BITS(& p[2]);"", ""t= EXTRACT_16BITS(& p[0]) & 0x7fff;""]",T-1;,"ikev1_attrmap_print
ikev1_t_print",Yes,caller type,2
CVE-2017-13040,4c3aee4bb0294c232d56b6d34e9eeb74f630fe8c,CWE-125,tcpdump,P-10;,"mp_capable_print
mp_join_print
mp_dss_len
 mp_dss_print","[""opt"", ""opt_len""]",mp_dss_print,"[285, 296]","[""opt+= 8;""]",T-2;,"mp_dss_len
mp_dss_print",Yes,caller type,2
CVE-2017-13041,f4b9e24c7384d882a7f434cc7413925bf871d63e,CWE-125,tcpdump,P-3;,icmp6_nodeinfo_print,"[""ni6"", ""cp [ 0 ]""]",icmp6_nodeinfo_print,"[1705, 1756]","[""switch (ni6->ni_code) {;"", ""if (cp[0]= == ep - cp - 1) {;""]",T-3;,icmp6_nodeinfo_print,No,None,1
CVE-2017-13043,d515b4b4a300479cdf1a6e0d1bb95bc1f9fee514,CWE-125,tcpdump,"P-2;
P-4;",decode_multicast_vpn,"[""pptr""]",bgp_vpn_sg_print,"[974, 684]","[""pptr+= BGP_VPN_RD_LEN;"", ""addr_length= * pptr++;""]",T-2;,"decode_multicast_vpn
bgp_vpn_sg_print",Yes,caller type,2
CVE-2017-13045,3b36ec4e713dea9266db11975066c425aa669b6c,CWE-125,tcpdump,"P-2;
P-9;",vqp_print,"[""tlen"", ""tptr""]",vqp_print,"[154, 173]","[""vqp_obj_type= EXTRACT_32BITS(vqp_obj_tlv->obj_type);"", ""ND_PRINT((ndo, \"" % s(0x % 08x) \"", ipaddr_string(ndo, tptr),;"", ""EXTRACT_32BITS(tptr)));""]",T-1;,vqp_print,No,None,1
CVE-2017-13046,d10a0f980fe8f9407ab1ffbd612641433ebe175e,CWE-125,tcpdump,P-4;,bgp_attr_print,"[""tptr""]",,"2126
","[""tunnel_type= * (tptr + 1);""]",T-2;,"bgp_attr_print
",No,None,1
CVE-2017-13047,331530a4076c69bbd2e3214db6ccbe834fb75640,CWE-125,tcpdump,P-4;,esis_print,"[""tptr""]",esis_print,"1338
","[""ND_PRINT((ndo, \"" % s(0x % 02x) \"", tok2str(nlpid_values, \""unknown\"", * tptr), * tptr));""]",T-2;,esis_print,No,None,1
CVE-2017-13048,3c8a2b0e91d8d8947e89384dacf6b54673083e71,CWE-125,tcpdump,P-2;,rsvp_obj_print,"[""obj_tptr"", ""obj_ptr"", ""rsvp_obj_frr"", ""obj_tlen""]",rsvp_obj_print,1475,"[""bw.i= EXTRACT_32BITS(obj_ptr.rsvp_obj_frr->bandwidth);""]",T-1;,rsvp_obj_print,No,None,1
CVE-2017-13049,aa0858100096a3490edf93034a80e66a4d61aad5,CWE-125,tcpdump,P-3;,ubik_print,"[""bp""]",ubik_print,"2580
","[""temp= EXTRACT_32BITS(bp);""]",T-1;,ubik_print,No,None,1
CVE-2017-13053,bd4e697ebd6c8457efa8f28f6831fc929b88a014,CWE-125,tcpdump,"P-1;
P-3;
P-4;",decode_rt_routing_info,"[""pptr""]",decode_rt_routing_info,783,"[""memcpy(& route_target, & pptr[1], (plen + 7) / 8);""]",T-1;,decode_rt_routing_info,No,None,1
CVE-2017-13054,e6511cc1a950fe1566b2236329d6b4bd0826cc7a,CWE-125,tcpdump,P-9;,lldp_private_8023_print,"[""tlv - len"", ""tptr""]",lldp_private_8023_print,901,"[""ND_PRINT((ndo, \""\\n\\t MTU size % u\"", EXTRACT_16BITS(tptr + 4)));""]",T-1;,lldp_private_8023_print,No,None,1
CVE-2017-13055,5d0d76e88ee2d3236d7e032589d6f1d4ec5f7b1e,CWE-125,tcpdump,"P-3;
P-9;",isis_print_is_reach_subtlv,"[""tptr"", ""subl""]",isis_print_is_reach_subtlv,1866,"[""tok2str(diffserv_te_bc_values, \""unknown\"", * tptr),;""]",T-2;,isis_print_is_reach_subtlv,No,None,1
CVE-2017-13690,8dca25d26c7ca2caf6138267f6f17111212c156e,CWE-125,tcpdump,"P-1;
P-4;
P-5;","ikev2_ke_print
ikev2_ID_print
ikev2_auth_print","[""ext""]",ikev2_ke_print,"[2174, 2204, 2307]","[""UNALIGNED_MEMCPY(& ke, ext, sizeof (ke));"", ""UNALIGNED_MEMCPY(& id, ext, sizeof (id));"", ""UNALIGNED_MEMCPY(& a, ext, sizeof (a));""]",T-1;,ikev2_ke_print,No,None,1
CVE-2011-3191,9438fabb73eb48055b58b89fc51e0bc4db22fabd,CWE-119,linux,P-6;,CIFSFindNext,"[""name_len""]",CIFSFindNext,"4125
","[""memcpy(pSMB->ResumeFileName, psrch_inf->presume_name, name_len);""]",T-1;,CIFSFindNext,No,None,1
CVE-2011-3209,f8bd2258e2d520dff28c855658bd24bdafb5102d,CWE-189,linux,"P-1;
P-2;
P-3;
P-4;
P-10;",jiffies_to_compat_timeval,"[""rem"", ""nsec"", ""tp"", ""tv_sec"", ""new_setting"", ""n"", ""time_offset"", ""cpu"", ""sched"", ""tv_nsec"", ""l"", ""remainder"", ""ts"", ""value"", ""tv_usec""]",jiffies_to_compat_timeval,"[106, 108, 648, 475, 488, 662, 663, 348, 51, 3628, 399, 532, 573]","[""1.value->tv_sec= div_long_long_rem(nsec, NSEC_PER_SEC, & rem);"", ""2.value->tv_sec= div_long_long_rem(nsec, NSEC_PER_SEC, & rem);"", ""3.#define ns_to_timespec(ts, nsec) (ts).tv_sec= div_long_long_rem(nsec, NSEC_PER_SEC, & (ts).tv_nsec);"", ""tp->tv_sec= div_long_long_rem(nsec, NSEC_PER_SEC, & tp->tv_nsec) - + sgi_clock_offset.tv_sec;"", ""sgi_clock_offset.tv_sec= tp->tv_sec - div_long_long_rem(nsec, NSEC_PER_SEC, & rem);"", ""ns_to_timespec(cur_setting->it_interval, timr->it.mmtimer.incr * sgi_clock_period);"", ""ns_to_timespec(cur_setting->it_value, (timr->it.mmtimer.expires - rtc_time()) * sgi_clock_period);"", ""4.time_offset= div_long_long_rem_signed(time_offset, NTP_INTERVAL_FREQ, & rem);"", ""5.tp->tv_sec= div_long_long_rem(cpu.sched, NSEC_PER_SEC, & tp->tv_nsec);"", ""6.div_long_long_rem(l->sum_time, l->count, & remainder),;"", ""7.ts.tv_sec= div_long_long_rem_signed(nsec, NSEC_PER_SEC, & ts.tv_nsec);"", ""value->tv_sec= div_long_long_rem(nsec, NSEC_PER_SEC, & value->tv_nsec);"", ""value->tv_sec= div_long_long_rem(nsec, NSEC_PER_SEC, & tv_usec);""]",T-4;,jiffies_to_compat_timeval,No,None,1
